gene_id	transcript_id	biotype
ENSMUSG00000038943	ENSMUST00000172781	protein_coding
ENSMUSG00000061232	ENSMUST00000172782	protein_coding_CDS_not_defined
ENSMUSG00000021281	ENSMUST00000172783	nonsense_mediated_decay
ENSMUSG00000070469	ENSMUST00000172784	protein_coding
ENSMUSG00000073411	ENSMUST00000172785	protein_coding
ENSMUSG00000092316	ENSMUST00000172786	processed_pseudogene
ENSMUSG00000025495	ENSMUST00000172787	protein_coding
ENSMUSG00000030549	ENSMUST00000172788	protein_coding
ENSMUSG00000024462	ENSMUST00000172789	protein_coding
ENSMUSG00000068921	ENSMUST00000172790	protein_coding_CDS_not_defined
ENSMUSG00000026768	ENSMUST00000172791	nonsense_mediated_decay
ENSMUSG00000024462	ENSMUST00000172792	protein_coding
ENSMUSG00000092188	ENSMUST00000172793	lncRNA
ENSMUSG00000048000	ENSMUST00000172794	protein_coding
ENSMUSG00000026456	ENSMUST00000172795	nonsense_mediated_decay
ENSMUSG00000092550	ENSMUST00000172796	lncRNA
ENSMUSG00000036273	ENSMUST00000172797	retained_intron
ENSMUSG00000092542	ENSMUST00000172798	unprocessed_pseudogene
ENSMUSG00000008668	ENSMUST00000172799	protein_coding_CDS_not_defined
ENSMUSG00000090083	ENSMUST00000172800	retained_intron
ENSMUSG00000092510	ENSMUST00000172802	processed_pseudogene
ENSMUSG00000040356	ENSMUST00000172803	retained_intron
ENSMUSG00000020534	ENSMUST00000172804	retained_intron
ENSMUSG00000024235	ENSMUST00000172805	retained_intron
ENSMUSG00000020140	ENSMUST00000172806	protein_coding
ENSMUSG00000021519	ENSMUST00000172807	protein_coding_CDS_not_defined
ENSMUSG00000002985	ENSMUST00000172808	protein_coding
ENSMUSG00000025156	ENSMUST00000172809	protein_coding
ENSMUSG00000035469	ENSMUST00000172810	nonsense_mediated_decay
ENSMUSG00000028399	ENSMUST00000172811	nonsense_mediated_decay
ENSMUSG00000092341	ENSMUST00000172812	lncRNA
ENSMUSG00000009293	ENSMUST00000172813	protein_coding
ENSMUSG00000092322	ENSMUST00000172814	protein_coding
ENSMUSG00000092216	ENSMUST00000172815	protein_coding
ENSMUSG00000020661	ENSMUST00000172816	protein_coding
ENSMUSG00000092349	ENSMUST00000172817	protein_coding
ENSMUSG00000024083	ENSMUST00000172818	protein_coding
ENSMUSG00000001666	ENSMUST00000172820	protein_coding
ENSMUSG00000006270	ENSMUST00000172821	protein_coding
ENSMUSG00000092240	ENSMUST00000172822	processed_pseudogene
ENSMUSG00000036315	ENSMUST00000172823	protein_coding
ENSMUSG00000031558	ENSMUST00000172824	protein_coding_CDS_not_defined
ENSMUSG00000026077	ENSMUST00000172825	protein_coding_CDS_not_defined
ENSMUSG00000051980	ENSMUST00000172826	protein_coding
ENSMUSG00000020173	ENSMUST00000172827	protein_coding
ENSMUSG00000032423	ENSMUST00000172828	nonsense_mediated_decay
ENSMUSG00000038518	ENSMUST00000172830	protein_coding
ENSMUSG00000037627	ENSMUST00000172831	protein_coding
ENSMUSG00000045409	ENSMUST00000172832	retained_intron
ENSMUSG00000033335	ENSMUST00000172833	protein_coding
ENSMUSG00000062352	ENSMUST00000172834	protein_coding
ENSMUSG00000028960	ENSMUST00000172836	nonsense_mediated_decay
ENSMUSG00000020697	ENSMUST00000172837	protein_coding
ENSMUSG00000093846	ENSMUST00000172838	lncRNA
ENSMUSG00000015165	ENSMUST00000172841	retained_intron
ENSMUSG00000057443	ENSMUST00000172843	protein_coding
ENSMUSG00000089682	ENSMUST00000172844	protein_coding
ENSMUSG00000028525	ENSMUST00000172845	retained_intron
ENSMUSG00000059714	ENSMUST00000172846	protein_coding
ENSMUSG00000017428	ENSMUST00000172847	nonsense_mediated_decay
ENSMUSG00000092551	ENSMUST00000172848	unprocessed_pseudogene
ENSMUSG00000029381	ENSMUST00000172849	protein_coding_CDS_not_defined
ENSMUSG00000020940	ENSMUST00000172850	nonsense_mediated_decay
ENSMUSG00000095344	ENSMUST00000172851	unprocessed_pseudogene
ENSMUSG00000046782	ENSMUST00000172852	protein_coding
ENSMUSG00000092496	ENSMUST00000172853	unprocessed_pseudogene
ENSMUSG00000043807	ENSMUST00000172854	protein_coding
ENSMUSG00000024151	ENSMUST00000172855	protein_coding
ENSMUSG00000033545	ENSMUST00000172856	protein_coding
ENSMUSG00000036972	ENSMUST00000172858	retained_intron
ENSMUSG00000002307	ENSMUST00000172859	protein_coding_CDS_not_defined
ENSMUSG00000003617	ENSMUST00000172860	protein_coding
ENSMUSG00000092336	ENSMUST00000172862	unprocessed_pseudogene
ENSMUSG00000096513	ENSMUST00000172863	protein_coding
ENSMUSG00000040606	ENSMUST00000172864	protein_coding
ENSMUSG00000014030	ENSMUST00000172866	protein_coding
ENSMUSG00000015120	ENSMUST00000172868	protein_coding
ENSMUSG00000038812	ENSMUST00000172869	retained_intron
ENSMUSG00000053110	ENSMUST00000172870	protein_coding_CDS_not_defined
ENSMUSG00000092250	ENSMUST00000172872	lncRNA
ENSMUSG00000033335	ENSMUST00000172873	protein_coding_CDS_not_defined
ENSMUSG00000092171	ENSMUST00000172874	lncRNA
ENSMUSG00000035021	ENSMUST00000172875	protein_coding
ENSMUSG00000092313	ENSMUST00000172877	unprocessed_pseudogene
ENSMUSG00000040356	ENSMUST00000172878	retained_intron
ENSMUSG00000020661	ENSMUST00000172879	protein_coding
ENSMUSG00000054310	ENSMUST00000172881	protein_coding
ENSMUSG00000024392	ENSMUST00000172882	retained_intron
ENSMUSG00000030188	ENSMUST00000172883	nonsense_mediated_decay
ENSMUSG00000015165	ENSMUST00000172884	protein_coding
ENSMUSG00000074264	ENSMUST00000172885	retained_intron
ENSMUSG00000015222	ENSMUST00000172886	protein_coding
ENSMUSG00000079298	ENSMUST00000172887	protein_coding
ENSMUSG00000024308	ENSMUST00000172888	retained_intron
ENSMUSG00000024392	ENSMUST00000172889	retained_intron
ENSMUSG00000007050	ENSMUST00000172890	protein_coding_CDS_not_defined
ENSMUSG00000092182	ENSMUST00000172891	lncRNA
ENSMUSG00000031731	ENSMUST00000172892	retained_intron
ENSMUSG00000040312	ENSMUST00000172893	retained_intron
ENSMUSG00000077450	ENSMUST00000172894	protein_coding
ENSMUSG00000091373	ENSMUST00000172895	unprocessed_pseudogene
ENSMUSG00000031753	ENSMUST00000172897	nonsense_mediated_decay
ENSMUSG00000046367	ENSMUST00000172898	protein_coding
ENSMUSG00000024393	ENSMUST00000172899	retained_intron
ENSMUSG00000038500	ENSMUST00000172900	protein_coding
ENSMUSG00000027347	ENSMUST00000172901	protein_coding
ENSMUSG00000053644	ENSMUST00000172902	protein_coding_CDS_not_defined
ENSMUSG00000073413	ENSMUST00000172903	retained_intron
ENSMUSG00000060261	ENSMUST00000172904	protein_coding_CDS_not_defined
ENSMUSG00000035569	ENSMUST00000172906	nonsense_mediated_decay
ENSMUSG00000040929	ENSMUST00000172907	protein_coding
ENSMUSG00000042719	ENSMUST00000172908	nonsense_mediated_decay
ENSMUSG00000030126	ENSMUST00000172909	nonsense_mediated_decay
ENSMUSG00000022723	ENSMUST00000172910	protein_coding
ENSMUSG00000038943	ENSMUST00000172911	retained_intron
ENSMUSG00000061232	ENSMUST00000172912	protein_coding
ENSMUSG00000020661	ENSMUST00000172913	protein_coding
ENSMUSG00000024856	ENSMUST00000172914	protein_coding_CDS_not_defined
ENSMUSG00000020899	ENSMUST00000172915	retained_intron
ENSMUSG00000004591	ENSMUST00000172916	retained_intron
ENSMUSG00000063646	ENSMUST00000172917	protein_coding
ENSMUSG00000092562	ENSMUST00000172918	processed_pseudogene
ENSMUSG00000020173	ENSMUST00000172919	protein_coding
ENSMUSG00000013787	ENSMUST00000172921	protein_coding
ENSMUSG00000024299	ENSMUST00000172922	nonsense_mediated_decay
ENSMUSG00000067438	ENSMUST00000172923	protein_coding
ENSMUSG00000038518	ENSMUST00000172924	protein_coding_CDS_not_defined
ENSMUSG00000024392	ENSMUST00000172925	retained_intron
ENSMUSG00000003452	ENSMUST00000172926	protein_coding
ENSMUSG00000043940	ENSMUST00000172927	nonsense_mediated_decay
ENSMUSG00000037025	ENSMUST00000172928	protein_coding
ENSMUSG00000024393	ENSMUST00000172929	protein_coding_CDS_not_defined
ENSMUSG00000092574	ENSMUST00000172930	transcribed_unprocessed_pseudogene
ENSMUSG00000059791	ENSMUST00000172931	protein_coding
ENSMUSG00000015452	ENSMUST00000172932	retained_intron
ENSMUSG00000043312	ENSMUST00000172933	protein_coding
ENSMUSG00000079557	ENSMUST00000172934	nonsense_mediated_decay
ENSMUSG00000042632	ENSMUST00000172936	protein_coding
ENSMUSG00000092438	ENSMUST00000172937	unprocessed_pseudogene
ENSMUSG00000057836	ENSMUST00000172938	nonsense_mediated_decay
ENSMUSG00000046782	ENSMUST00000172939	protein_coding
ENSMUSG00000063646	ENSMUST00000172940	protein_coding_CDS_not_defined
ENSMUSG00000022216	ENSMUST00000172941	retained_intron
ENSMUSG00000068921	ENSMUST00000172942	protein_coding
ENSMUSG00000029754	ENSMUST00000172943	retained_intron
ENSMUSG00000015476	ENSMUST00000172945	retained_intron
ENSMUSG00000042688	ENSMUST00000172946	retained_intron
ENSMUSG00000030994	ENSMUST00000172947	protein_coding
ENSMUSG00000092615	ENSMUST00000172948	unprocessed_pseudogene
ENSMUSG00000014030	ENSMUST00000172949	protein_coding_CDS_not_defined
ENSMUSG00000000804	ENSMUST00000172950	retained_intron
ENSMUSG00000056755	ENSMUST00000172951	protein_coding
ENSMUSG00000041538	ENSMUST00000172952	protein_coding_CDS_not_defined
ENSMUSG00000060261	ENSMUST00000172953	protein_coding_CDS_not_defined
ENSMUSG00000040263	ENSMUST00000172954	retained_intron
ENSMUSG00000020173	ENSMUST00000172956	nonsense_mediated_decay
ENSMUSG00000092588	ENSMUST00000172957	unprocessed_pseudogene
ENSMUSG00000092534	ENSMUST00000172958	nonsense_mediated_decay
ENSMUSG00000013766	ENSMUST00000172959	protein_coding
ENSMUSG00000024338	ENSMUST00000172960	retained_intron
ENSMUSG00000062352	ENSMUST00000172962	protein_coding_CDS_not_defined
ENSMUSG00000092314	ENSMUST00000172963	unprocessed_pseudogene
ENSMUSG00000048000	ENSMUST00000172964	nonsense_mediated_decay
ENSMUSG00000057067	ENSMUST00000172965	protein_coding
ENSMUSG00000040356	ENSMUST00000172966	nonsense_mediated_decay
ENSMUSG00000053046	ENSMUST00000172967	nonsense_mediated_decay
ENSMUSG00000092243	ENSMUST00000172968	protein_coding
ENSMUSG00000092441	ENSMUST00000172969	unprocessed_pseudogene
ENSMUSG00000092471	ENSMUST00000172970	unprocessed_pseudogene
ENSMUSG00000025229	ENSMUST00000172971	protein_coding
ENSMUSG00000092268	ENSMUST00000172972	lncRNA
ENSMUSG00000034898	ENSMUST00000172973	protein_coding
ENSMUSG00000029767	ENSMUST00000172974	protein_coding
ENSMUSG00000024955	ENSMUST00000172975	protein_coding
ENSMUSG00000048000	ENSMUST00000172976	retained_intron
ENSMUSG00000038518	ENSMUST00000172977	nonsense_mediated_decay
ENSMUSG00000036972	ENSMUST00000172978	protein_coding_CDS_not_defined
ENSMUSG00000055413	ENSMUST00000172979	protein_coding_LoF
ENSMUSG00000025229	ENSMUST00000172980	retained_intron
ENSMUSG00000046768	ENSMUST00000172981	nonsense_mediated_decay
ENSMUSG00000057103	ENSMUST00000172982	protein_coding_CDS_not_defined
ENSMUSG00000002985	ENSMUST00000172983	protein_coding
ENSMUSG00000079262	ENSMUST00000172984	retained_intron
ENSMUSG00000023084	ENSMUST00000172985	protein_coding_CDS_not_defined
ENSMUSG00000020899	ENSMUST00000172987	retained_intron
ENSMUSG00000051504	ENSMUST00000172988	nonsense_mediated_decay
ENSMUSG00000095745	ENSMUST00000172989	protein_coding
ENSMUSG00000027168	ENSMUST00000172990	protein_coding_CDS_not_defined
ENSMUSG00000022905	ENSMUST00000172991	retained_intron
ENSMUSG00000021057	ENSMUST00000172992	protein_coding
ENSMUSG00000024392	ENSMUST00000172993	protein_coding
ENSMUSG00000079507	ENSMUST00000172994	retained_intron
ENSMUSG00000032187	ENSMUST00000172996	protein_coding
ENSMUSG00000029546	ENSMUST00000172997	protein_coding
ENSMUSG00000031558	ENSMUST00000172998	retained_intron
ENSMUSG00000007029	ENSMUST00000172999	retained_intron
ENSMUSG00000056755	ENSMUST00000173001	protein_coding
ENSMUSG00000046491	ENSMUST00000173002	protein_coding
ENSMUSG00000038518	ENSMUST00000173003	nonsense_mediated_decay
ENSMUSG00000007050	ENSMUST00000173004	protein_coding
ENSMUSG00000028960	ENSMUST00000173005	retained_intron
ENSMUSG00000031442	ENSMUST00000173006	protein_coding
ENSMUSG00000015002	ENSMUST00000173008	protein_coding_CDS_not_defined
ENSMUSG00000020697	ENSMUST00000173009	protein_coding
ENSMUSG00000027104	ENSMUST00000173010	nonsense_mediated_decay
ENSMUSG00000032422	ENSMUST00000173011	protein_coding
ENSMUSG00000024299	ENSMUST00000173013	nonsense_mediated_decay
ENSMUSG00000075707	ENSMUST00000173014	protein_coding
ENSMUSG00000079557	ENSMUST00000173015	protein_coding
ENSMUSG00000060550	ENSMUST00000173016	retained_intron
ENSMUSG00000037627	ENSMUST00000173018	protein_coding
ENSMUSG00000067288	ENSMUST00000173019	protein_coding
ENSMUSG00000092437	ENSMUST00000173020	processed_pseudogene
ENSMUSG00000068921	ENSMUST00000173021	protein_coding
ENSMUSG00000027684	ENSMUST00000173022	protein_coding_CDS_not_defined
ENSMUSG00000037860	ENSMUST00000173023	protein_coding
ENSMUSG00000092256	ENSMUST00000173024	unprocessed_pseudogene
ENSMUSG00000038311	ENSMUST00000173025	lncRNA
ENSMUSG00000092221	ENSMUST00000173026	unprocessed_pseudogene
ENSMUSG00000091163	ENSMUST00000173027	transcribed_unprocessed_pseudogene
ENSMUSG00000002307	ENSMUST00000173028	protein_coding
ENSMUSG00000092629	ENSMUST00000173029	unprocessed_pseudogene
ENSMUSG00000024299	ENSMUST00000173030	nonsense_mediated_decay
ENSMUSG00000030126	ENSMUST00000173031	protein_coding
ENSMUSG00000024335	ENSMUST00000173032	protein_coding
ENSMUSG00000064120	ENSMUST00000173033	protein_coding
ENSMUSG00000029022	ENSMUST00000173034	retained_intron
ENSMUSG00000092390	ENSMUST00000173035	unprocessed_pseudogene
ENSMUSG00000092387	ENSMUST00000173036	unprocessed_pseudogene
ENSMUSG00000007379	ENSMUST00000173037	retained_intron
ENSMUSG00000092624	ENSMUST00000173038	transcribed_unprocessed_pseudogene
ENSMUSG00000032422	ENSMUST00000173039	protein_coding
ENSMUSG00000023852	ENSMUST00000173040	nonsense_mediated_decay
ENSMUSG00000067786	ENSMUST00000173041	protein_coding
ENSMUSG00000043259	ENSMUST00000173042	protein_coding
ENSMUSG00000092417	ENSMUST00000173043	protein_coding
ENSMUSG00000092370	ENSMUST00000173044	unprocessed_pseudogene
ENSMUSG00000092583	ENSMUST00000173045	unprocessed_pseudogene
ENSMUSG00000022159	ENSMUST00000173046	protein_coding_CDS_not_defined
ENSMUSG00000092362	ENSMUST00000173047	unprocessed_pseudogene
ENSMUSG00000063646	ENSMUST00000173048	protein_coding_CDS_not_defined
ENSMUSG00000092492	ENSMUST00000173049	lncRNA
ENSMUSG00000026077	ENSMUST00000173050	protein_coding
ENSMUSG00000053716	ENSMUST00000173051	protein_coding_CDS_not_defined
ENSMUSG00000074366	ENSMUST00000173053	protein_coding
ENSMUSG00000036972	ENSMUST00000173054	protein_coding
ENSMUSG00000092244	ENSMUST00000173055	protein_coding
ENSMUSG00000073418	ENSMUST00000173057	nonsense_mediated_decay
ENSMUSG00000028033	ENSMUST00000173058	protein_coding
ENSMUSG00000027684	ENSMUST00000173059	protein_coding
ENSMUSG00000017428	ENSMUST00000173060	nonsense_mediated_decay
ENSMUSG00000016933	ENSMUST00000173061	retained_intron
ENSMUSG00000021519	ENSMUST00000173062	protein_coding_CDS_not_defined
ENSMUSG00000040482	ENSMUST00000173063	nonsense_mediated_decay
ENSMUSG00000092472	ENSMUST00000173064	unprocessed_pseudogene
ENSMUSG00000024369	ENSMUST00000173065	protein_coding
ENSMUSG00000092489	ENSMUST00000173066	unprocessed_pseudogene
ENSMUSG00000021541	ENSMUST00000173067	nonsense_mediated_decay
ENSMUSG00000040606	ENSMUST00000173068	protein_coding
ENSMUSG00000037437	ENSMUST00000173069	protein_coding
ENSMUSG00000092203	ENSMUST00000173070	lncRNA
ENSMUSG00000039458	ENSMUST00000173071	protein_coding_CDS_not_defined
ENSMUSG00000036492	ENSMUST00000173072	protein_coding
ENSMUSG00000038056	ENSMUST00000173073	protein_coding
ENSMUSG00000071454	ENSMUST00000173074	retained_intron
ENSMUSG00000061232	ENSMUST00000173075	protein_coding
ENSMUSG00000092563	ENSMUST00000173076	processed_pseudogene
ENSMUSG00000021959	ENSMUST00000173077	protein_coding_CDS_not_defined
ENSMUSG00000036990	ENSMUST00000173078	protein_coding
ENSMUSG00000045751	ENSMUST00000173079	retained_intron
ENSMUSG00000073406	ENSMUST00000173080	protein_coding_LoF
ENSMUSG00000047146	ENSMUST00000173081	protein_coding_CDS_not_defined
ENSMUSG00000037470	ENSMUST00000173082	retained_intron
ENSMUSG00000015120	ENSMUST00000173084	protein_coding
ENSMUSG00000053110	ENSMUST00000173085	nonsense_mediated_decay
ENSMUSG00000075279	ENSMUST00000173086	processed_pseudogene
ENSMUSG00000047146	ENSMUST00000173087	protein_coding
ENSMUSG00000062181	ENSMUST00000173088	nonsense_mediated_decay
ENSMUSG00000038762	ENSMUST00000173090	retained_intron
ENSMUSG00000024953	ENSMUST00000173091	protein_coding
ENSMUSG00000045333	ENSMUST00000173092	protein_coding_CDS_not_defined
ENSMUSG00000049823	ENSMUST00000173093	protein_coding
ENSMUSG00000068921	ENSMUST00000173094	protein_coding
ENSMUSG00000046157	ENSMUST00000173095	protein_coding_CDS_not_defined
ENSMUSG00000092457	ENSMUST00000173096	unprocessed_pseudogene
ENSMUSG00000024151	ENSMUST00000173097	retained_intron
ENSMUSG00000031442	ENSMUST00000173099	protein_coding
ENSMUSG00000045217	ENSMUST00000173100	transcribed_processed_pseudogene
ENSMUSG00000035523	ENSMUST00000173101	protein_coding
ENSMUSG00000033249	ENSMUST00000173102	nonsense_mediated_decay
ENSMUSG00000073421	ENSMUST00000173103	retained_intron
ENSMUSG00000022479	ENSMUST00000173104	protein_coding
ENSMUSG00000022394	ENSMUST00000173105	retained_intron
ENSMUSG00000024397	ENSMUST00000173106	protein_coding
ENSMUSG00000031558	ENSMUST00000173107	protein_coding
ENSMUSG00000030707	ENSMUST00000173108	protein_coding
ENSMUSG00000042632	ENSMUST00000173109	protein_coding
ENSMUSG00000030126	ENSMUST00000173110	nonsense_mediated_decay
ENSMUSG00000038762	ENSMUST00000173111	retained_intron
ENSMUSG00000022216	ENSMUST00000173113	retained_intron
ENSMUSG00000024387	ENSMUST00000173114	protein_coding
ENSMUSG00000091705	ENSMUST00000173115	protein_coding
ENSMUSG00000030707	ENSMUST00000173116	protein_coding
ENSMUSG00000030126	ENSMUST00000173117	retained_intron
ENSMUSG00000028525	ENSMUST00000173119	nonsense_mediated_decay
ENSMUSG00000073413	ENSMUST00000173120	retained_intron
ENSMUSG00000032368	ENSMUST00000173121	protein_coding_CDS_not_defined
ENSMUSG00000024446	ENSMUST00000173122	retained_intron
ENSMUSG00000007035	ENSMUST00000173124	protein_coding_CDS_not_defined
ENSMUSG00000038762	ENSMUST00000173125	retained_intron
ENSMUSG00000073980	ENSMUST00000173127	unprocessed_pseudogene
ENSMUSG00000092277	ENSMUST00000173128	protein_coding
ENSMUSG00000121486	ENSMUST00000173129	lncRNA
ENSMUSG00000094501	ENSMUST00000173130	unprocessed_pseudogene
ENSMUSG00000092541	ENSMUST00000173131	nonsense_mediated_decay
ENSMUSG00000041881	ENSMUST00000173132	nonsense_mediated_decay
ENSMUSG00000054128	ENSMUST00000173133	nonsense_mediated_decay
ENSMUSG00000007036	ENSMUST00000173134	retained_intron
ENSMUSG00000068921	ENSMUST00000173135	protein_coding
ENSMUSG00000022514	ENSMUST00000173136	nonsense_mediated_decay
ENSMUSG00000027652	ENSMUST00000173137	protein_coding_CDS_not_defined
ENSMUSG00000022160	ENSMUST00000173138	nonsense_mediated_decay
ENSMUSG00000019370	ENSMUST00000173139	protein_coding
ENSMUSG00000030126	ENSMUST00000173140	protein_coding
ENSMUSG00000092392	ENSMUST00000173141	lncRNA
ENSMUSG00000007029	ENSMUST00000173142	protein_coding
ENSMUSG00000040147	ENSMUST00000173143	nonsense_mediated_decay
ENSMUSG00000100654	ENSMUST00000173144	unprocessed_pseudogene
ENSMUSG00000062563	ENSMUST00000173145	nonsense_mediated_decay
ENSMUSG00000034254	ENSMUST00000173146	retained_intron
ENSMUSG00000059714	ENSMUST00000173147	protein_coding
ENSMUSG00000048000	ENSMUST00000173148	nonsense_mediated_decay
ENSMUSG00000092526	ENSMUST00000173150	processed_pseudogene
ENSMUSG00000055240	ENSMUST00000173151	protein_coding_CDS_not_defined
ENSMUSG00000048000	ENSMUST00000173152	protein_coding
ENSMUSG00000041354	ENSMUST00000173153	retained_intron
ENSMUSG00000017264	ENSMUST00000173154	protein_coding_CDS_not_defined
ENSMUSG00000048502	ENSMUST00000173155	protein_coding
ENSMUSG00000000804	ENSMUST00000173156	protein_coding
ENSMUSG00000092373	ENSMUST00000173157	lncRNA
ENSMUSG00000021519	ENSMUST00000173158	nonsense_mediated_decay
ENSMUSG00000023852	ENSMUST00000173159	protein_coding_CDS_not_defined
ENSMUSG00000092204	ENSMUST00000173160	unprocessed_pseudogene
ENSMUSG00000040929	ENSMUST00000173161	retained_intron
ENSMUSG00000092389	ENSMUST00000173162	lncRNA
ENSMUSG00000042632	ENSMUST00000173163	protein_coding
ENSMUSG00000092618	ENSMUST00000173164	unprocessed_pseudogene
ENSMUSG00000092220	ENSMUST00000173165	lncRNA
ENSMUSG00000037470	ENSMUST00000173166	nonsense_mediated_decay
ENSMUSG00000031976	ENSMUST00000173168	nonsense_mediated_decay
ENSMUSG00000022217	ENSMUST00000173169	retained_intron
ENSMUSG00000038943	ENSMUST00000173170	protein_coding
ENSMUSG00000041729	ENSMUST00000173171	protein_coding
ENSMUSG00000021952	ENSMUST00000173172	retained_intron
ENSMUSG00000048000	ENSMUST00000173173	protein_coding
ENSMUSG00000038056	ENSMUST00000173174	protein_coding
ENSMUSG00000041881	ENSMUST00000173175	protein_coding_CDS_not_defined
ENSMUSG00000035021	ENSMUST00000173176	nonsense_mediated_decay
ENSMUSG00000035021	ENSMUST00000173177	protein_coding
ENSMUSG00000092494	ENSMUST00000173178	lncRNA
ENSMUSG00000092199	ENSMUST00000173179	unprocessed_pseudogene
ENSMUSG00000092340	ENSMUST00000173181	unprocessed_pseudogene
ENSMUSG00000041881	ENSMUST00000173182	retained_intron
ENSMUSG00000015023	ENSMUST00000173183	retained_intron
ENSMUSG00000028073	ENSMUST00000173184	protein_coding
ENSMUSG00000092212	ENSMUST00000173185	protein_coding_LoF
ENSMUSG00000017428	ENSMUST00000173186	nonsense_mediated_decay
ENSMUSG00000037876	ENSMUST00000173187	retained_intron
ENSMUSG00000024387	ENSMUST00000173189	retained_intron
ENSMUSG00000007036	ENSMUST00000173190	retained_intron
ENSMUSG00000042604	ENSMUST00000173191	protein_coding_CDS_not_defined
ENSMUSG00000101878	ENSMUST00000173192	processed_pseudogene
ENSMUSG00000037709	ENSMUST00000173193	protein_coding
ENSMUSG00000036591	ENSMUST00000173194	protein_coding
ENSMUSG00000030994	ENSMUST00000173195	protein_coding
ENSMUSG00000024319	ENSMUST00000173196	protein_coding
ENSMUSG00000020661	ENSMUST00000173197	protein_coding
ENSMUSG00000030188	ENSMUST00000173198	nonsense_mediated_decay
ENSMUSG00000071454	ENSMUST00000173199	protein_coding
ENSMUSG00000031731	ENSMUST00000173200	protein_coding_CDS_not_defined
ENSMUSG00000025316	ENSMUST00000173201	retained_intron
ENSMUSG00000006050	ENSMUST00000173202	retained_intron
ENSMUSG00000092621	ENSMUST00000173203	unprocessed_pseudogene
ENSMUSG00000024335	ENSMUST00000173204	nonsense_mediated_decay
ENSMUSG00000029208	ENSMUST00000173205	protein_coding
ENSMUSG00000007379	ENSMUST00000173206	protein_coding
ENSMUSG00000092586	ENSMUST00000173207	protein_coding
ENSMUSG00000092183	ENSMUST00000173208	lncRNA
ENSMUSG00000025473	ENSMUST00000173209	nonsense_mediated_decay
ENSMUSG00000001661	ENSMUST00000173210	protein_coding_CDS_not_defined
ENSMUSG00000036185	ENSMUST00000173211	retained_intron
ENSMUSG00000079635	ENSMUST00000173214	retained_intron
ENSMUSG00000029767	ENSMUST00000173216	protein_coding
ENSMUSG00000092461	ENSMUST00000173218	processed_pseudogene
ENSMUSG00000041596	ENSMUST00000173220	transcribed_unprocessed_pseudogene
ENSMUSG00000038384	ENSMUST00000173221	retained_intron
ENSMUSG00000024109	ENSMUST00000173222	protein_coding
ENSMUSG00000028073	ENSMUST00000173225	nonsense_mediated_decay
ENSMUSG00000053110	ENSMUST00000173227	protein_coding_CDS_not_defined
ENSMUSG00000004266	ENSMUST00000173228	protein_coding_CDS_not_defined
ENSMUSG00000034673	ENSMUST00000173229	retained_intron
ENSMUSG00000042688	ENSMUST00000173230	protein_coding_CDS_not_defined
ENSMUSG00000015120	ENSMUST00000173231	protein_coding
ENSMUSG00000067148	ENSMUST00000173232	nonsense_mediated_decay
ENSMUSG00000028479	ENSMUST00000173234	protein_coding
ENSMUSG00000048000	ENSMUST00000173235	nonsense_mediated_decay
ENSMUSG00000037876	ENSMUST00000173236	retained_intron
ENSMUSG00000092238	ENSMUST00000173237	processed_pseudogene
ENSMUSG00000038683	ENSMUST00000173238	retained_intron
ENSMUSG00000064068	ENSMUST00000173239	retained_intron
ENSMUSG00000071454	ENSMUST00000173240	protein_coding
ENSMUSG00000024299	ENSMUST00000173241	nonsense_mediated_decay
ENSMUSG00000034254	ENSMUST00000173242	protein_coding
ENSMUSG00000059554	ENSMUST00000173243	protein_coding
ENSMUSG00000092571	ENSMUST00000173244	unprocessed_pseudogene
ENSMUSG00000054310	ENSMUST00000173245	protein_coding
ENSMUSG00000038518	ENSMUST00000173246	protein_coding
ENSMUSG00000007036	ENSMUST00000173247	retained_intron
ENSMUSG00000031543	ENSMUST00000173248	protein_coding
ENSMUSG00000092283	ENSMUST00000173249	lncRNA
ENSMUSG00000037470	ENSMUST00000173250	retained_intron
ENSMUSG00000092179	ENSMUST00000173251	unprocessed_pseudogene
ENSMUSG00000027347	ENSMUST00000173252	protein_coding
ENSMUSG00000001525	ENSMUST00000173253	retained_intron
ENSMUSG00000025316	ENSMUST00000173254	protein_coding
ENSMUSG00000092284	ENSMUST00000173255	unprocessed_pseudogene
ENSMUSG00000024406	ENSMUST00000173256	protein_coding
ENSMUSG00000041354	ENSMUST00000173258	retained_intron
ENSMUSG00000048764	ENSMUST00000173259	retained_intron
ENSMUSG00000020534	ENSMUST00000173260	retained_intron
ENSMUSG00000042942	ENSMUST00000173261	protein_coding_CDS_not_defined
ENSMUSG00000079547	ENSMUST00000173262	retained_intron
ENSMUSG00000060261	ENSMUST00000173263	nonsense_mediated_decay
ENSMUSG00000053110	ENSMUST00000173264	nonsense_mediated_decay
ENSMUSG00000092294	ENSMUST00000173265	unprocessed_pseudogene
ENSMUSG00000041354	ENSMUST00000173266	protein_coding
ENSMUSG00000030447	ENSMUST00000173267	retained_intron
ENSMUSG00000028382	ENSMUST00000173268	retained_intron
ENSMUSG00000007038	ENSMUST00000173269	retained_intron
ENSMUSG00000030688	ENSMUST00000173270	protein_coding
ENSMUSG00000000804	ENSMUST00000173271	protein_coding_CDS_not_defined
ENSMUSG00000059714	ENSMUST00000173273	retained_intron
